id,brand,title,description,price,priceCurrency,cluster_id,url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,height_mm,length_mm,width_mm,weight_g,storage_connection_type,memory_type,color,form_factor
products_3_81145706,,Corsair CMFVY3A-128GB 128 GB USB 3.0 Flash Voyager Flash Drive,• Durable rubber housing• Water resistant• Shock proof• Backward compatible with USB 2.0• Warranty: 5 Years,58.06,USD,2359996.0,https://www.thebrandsdepot.com/corsair-cmfvy3a-128gb-128-gb-usb-3-0-flash-voyager-flash-drive.html,"Corsair Flash Voyager V2 128GB. Description: As fast as USB flash drives are, copying files always seems to take a little longer than you'd like. The advent of the USB 3.0 interface puts an end to that. You can move files back and forth in a fraction of the time it takes with standard USB 2.0 flash drives, and the proprietary water-resistant rubber housing helps keep those files safe. Of course, Flash Voyager USB 3.0 is backward compatible with USB 2.0. Even if you haven't yet upgraded your PC to USB 3.0, it's still a great choice for convenient, reliable portable file management, and the additional performance will be ready when your PC is. The finger-friendly ergonomics of the Flash Voyager USB 3.0 will make it the USB flash drive that you'll want to take with you everywhere. Reliability is essential. Corsair's proprietary all-rubber housing is extremely durable, for worry-free transport of your valuable data. And because accidents happen, Flash Voyager USB 3.0 is water-resistant. Unlike traditional storage media, flash drives are solid-state, so they can easily handle the everyday - and not so everyday - drops and bumps that come with the territory.",Flash Voyager,CMFVY3A-128GB,USB_STICK,,,128.0 GB,,,,,,,,,,,,
products_3_66040433,Toshiba,"Toshiba MG08ACA16TE 16TB SATA 3.5"" 7200RPM Enterprise HDD","Using an industry-leading 9-disk design pioneered by Toshiba, the MG08 Series provides 16TB of conventional magnetic recording (CMR) capacity and 7200 RPM performance.The inudstry-standard 3.5-inch form-factor integrates easily into cloud-scale storage infrastructure, business-critical servers and storage, and File and Object storage solutions.Toshiba's precision industrial laser weilding technology is put to use to seal helium inside the 9-disk mechanics.The massive 16TB capacity is delivered using proven CMR recording technology proding optimumapplication compatibility and data reliability.The MG08 Series models integrate easily into standard 3.5-inch drive bays to help reduce the footprint andoperational burden of cloud-scale storage infrastructure, and business critical servers and storage systems.",429.95,USD,2372489.0,https://mitxpc.com/products/mg08aca16te,"Toshiba 16TB SATA 3.5\"" 7200RPM Enterprise HDD - MG08ACA16TE. Description: Using an industry-leading 9-disk design pioneered by Toshiba, the MG08 Series provides 16TB of conventional magnetic recording (CMR) capacity and 7200 RPM performance.The inudstry-standard 3.5-inch form-factor integrates easily into cloud-scale storage infrastructure, business-critical servers and storage, and File and Object storage solutions.Toshiba's precision industrial laser weilding technology is put to use to seal helium inside the 9-disk mechanics.The massive 16TB capacity is delivered using proven CMR recording technology proding optimumapplication compatibility and data reliability.The MG08 Series models integrate easily into standard 3.5-inch drive bays to help reduce the footprint andoperational burden of cloud-scale storage infrastructure, and business critical servers and storage systems.",MG08 Series,,HDD,,,,,,,,,,,,3.5-inch SATA,,,3.5-inch
products_3_542014,Sandisk,SANDISK 16GB CZ48 ULTRA USB3.0 FLASH DRIVE (SDCZ48-06G-U46)-WRTY 5YRS W/DISTRIBUTOR,5-year warranty provided through local distributor Convergent,6.3,SGD,2376420.0,https://www.allstars.com.sg/sandisk-16gb-cz48-ultra-usb3-0-flash-drive-sdcz48-06g-u46-wrty-5yrs-w-distributor,SANDISK 16GB CZ48 ULTRA USB3.0 FLASH DRIVE (SDCZ48-06G-U46)-WRTY SYRS W/DISTRIBUTOR. Description: Warranty : 5 Years witb Local Distributor - Convergent,CZ48 ULTRA,SDCZ48-06G-U46,USB_STICK,,,16.0 GB,,,,,,,,,,,,
products_3_18140756,Patriot,Ssd patriot burst 480gb 2.5 sata3 r/w speed: 560ms/s/540 mb/s,"SSD Patriot Burst, 480GB, 2.5, SATA3, R/W speed: 560MS/s/540 MB/s, 7mm",334.1,RON,2389912.0,https://magiccomputers.ro/ssd/2034-ssd-patriot-burst-480gb-25-sata3-r-w-speed-560ms-s-540-mb-s-814914024669.html,"Ssd patriot burst 480gb 2.5 sata3 r/w speed: 560ms/s/540 mb/s. Description: SSD Burst, Patriot 480GB, 2.5, SATA3, R/W speed: 560MS/s/540 MB/s, 7mm",Burst,,SSD,,,447.03,560.0 MB/s,540.0,SATA,SATA III,,,,,,,,2.5-inch
products_3_67712102,Lacie,LaCie Portable USB-C 2TB externe SSD,"(Solid, 2TB, Drive), Externe, LaCie, Lacie, Portable, SSD, State, USB-C, externe",429.0,EUR,239768.0,https://www.megekko.nl/product/2019/246065/Externe-SSD/LaCie-Portable-USB-C-2TB-externe-SSD,"LaCie Portable USB-C 2TB externe SSD. Description: (Solid, 2TB, Drive), Externe, LaCie, Lacie, Portable, SSD, State, USB-C, externe",USB-C portable device,,SSD,,,,,,,,,,,,USB Type-C,,,
products_3_60849235,,Zotac Gaming GeForce RTX 2080 Ti AMP 11GB GDDR6 352-bit Gaming Graphic Card Triple Fan Spectra RGB | ZT-T20810D-10P,4352 CUDA CoresTuring Architecture11GB of GDDR6 VRAM14 Gb/s Memory Speed352-Bit Memory InterfaceDisplayPort | HDMI 2.0 | USB Type-C7680 x 4320 Max Digital ResolutionTriple-Fan Cooler | Spectra RGB LightingVirtualLink Ready,"6,345.56",AED,2403388.0,https://pcdubai.com/product/zotac-gaming-geforce-rtx-2080-ti-amp-11gb-gddr6-352-bit-gaming-graphic-card-triple-fan-spectra-rgb-zt-t20810d-10p,Zotac Gaming GeForcc RTX 2080 Ti AMP 11GB GDDR6 352-bit Gaming Graphic Card Triple Fan Spectra RGB | ZT-T20810D-10P. Description: 4352 CUDA CoresTuring Architecture11GB of GDDR6 VRAM14 Gb/s Memory Speed352-Bit Memory InterfaceDisplayPort | HDMI 2.0 | USB Type-C7680 x 4320 Max Digital RcsolutionTriple-Fan Cooler | Spectra RGB LightingVirtualLink Ready,Gaming GeForce RTX 2080 Ti AMP,,6PU,GeForce RTX 2080 Ti,,,,,,,,,,,,,,
products_3_85807926,PNY,PNY NVIDIA Quadro P400 Video Card,Bus: PCI Express x16 | Connectors: 3 x Mini DisplayPort | No. of monitors: 3 | Memory: 2 GB | Graphics chip: NVIDIA Quadro P400,138.98,EUR,241392.0,https://www.bechtle.com/pt-en/shop/pny-nvidia-quadro-p400-video-card--4165433--p,PNY NVIDIA Quadro P400 Video Card. Description: Bus: PCI Express x16 | Connectors: 3 x Mini DisplayPort | No. of monitors: 3 | Memory: 2 Gigabyte | Graphics chip: NVIDIA Quadro P400,NVIDIA Quadro P400 Graphics Card,,GPU,Quqdro P3o0,2.0,,,,PC1 Express xl6,,,,,,,,,
products_3_12512318,ADATA,Adata SSD External SD700 256G USB3.1 Durable Czarny,Adata SSD External SD700 256G USB3.1 Durable Czarny,257.91,PLN,2434214.0,https://www.alsen.pl/podzespoly-komputerowe/dyski-twarde-hdd-ssd/dyski-ssd/adata-ssd-external-sd700-256g-usb3-1-durable-black,Adata SSD External SD700 256G USB3.1 Durable Czarny. Description: Adata SSD External SD700 256G USB3.1 Durable Czarny,External SSD SD700,,SSD,,,238.42 GiB,,,USB 3.0,,,,,,,,Czomy,
products_3_52615739,Intel,Intel Optane 905P 480GBU.2 Internal SSD SSDPE21D480GAX1,Classic design - these Jackets are wardrobe staples for any coach or athlete Outer shell of 100% nylon Taffeta lined with 100% polyester brushed Tricot Snap front Raglan sleeves reinforced slash front pockets Water-resistant,3511.15,ILS,2438224.0,https://www.pcholic.co.il/shop/%D7%97%D7%95%D7%9E%D7%A8%D7%94-%D7%AA%D7%95%D7%9B%D7%A0%D7%94/%D7%90%D7%97%D7%A1%D7%95%D7%9F/%D7%9B%D7%95%D7%A0%D7%A0%D7%99-ssd/intel-optane-905p-480gb-u-2-internal-ssd-ssdpe21d480gax1,"Intel® Optane™ SSD 905P Series 480GB, 2.5in PCIe with Standard U.2 Cable. Description: Intel® Optane™ SSD 905P Series (480GB, 2.5in PCIe x4, 3D XPoint™) Reseller Single Pack with Standard U.2 Cable, Seq Read 2600 MB/s, Seq Write 2200MB/s, Read 575,000 IOPS, Random Write 550,000 IOPS",Optane 905P,SSDPE21D480GAX1,SSD,,,480000 MB,,,,u.2,,,,,,,,
products_3_57346942,Jinhstoj,Kingston HyperX Savage EXO 480GB externe SSD,"(Solid, 480GB, Drive), EXO, Externe, HyperX, Kingston, SSD, Savage, State, externe",98.95,EUR,24459.0,https://www.megekko.nl/product/2019/239533/Externe-SSD/Kingston-HyperX-Savage-EXO-480GB-externe-SSD,"Kingston Savage EXO 480GB externe SSD. Description: (Solid, 480GB, Drive), EXO, Externe, HyperX, Kingston, SSD, Savage, State, externe",HyperX Savage EXO,,SSD,,,447.03 GiB,,,,,,,,,,,,
products_3_37315116,Kings,"Kingston DC450R 2.5\"" 1.9TB SATA III Solid State Drive",Massive 1.9TB storage capacity With Super Rapid performance due to it's SATA III interface and super Fast 560Mbps read speed .,342.1,,2456495.0,https://www.cclonline.com/product/299654/SEDC450R/1920G/Solid-State-Drives-SSDs-/Kingston-DC450R-1-92TB-2-5-inch-SATA-III-Internal-Solid-State-Drive-for-Data-Center/SSD1082,"Kingston DC450R 2.5\"" 1.9TB SATA III Solid State Drive. Description: Massive 1.9TB storage capacity With Super Rapid performance due to it's SATA III interface and super Fast 560Mbps read speed .",,,SSD,,,"1,900.0 GB",,,,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_3_66760323,Toshiba,MG04ACA600E Toshiba 6TB 7.2K RPM SATA 6GBPS 128MB Buffer 3.5Inch Internal Hard Disk Drive. New Retail Factory Sealed With Full Manufacturer warranty.,"General Information:Manufacturer : ToshibaManufacturer Part Number : MG04ACA600EType : Hard Disk Drive (HDD)Sub-Type : SATA-6GBPSTechnical Information:Storage Capacity : 6 TBInterface Type : SATA 6GBPSForm Factor : 3.5 InchDrive Transfer Rate : 600 MBPS (External)Internal Data Rate : 205 MBPSAverage Latency : 4.17 MSRotational Speed : 7.2K RPMBuffer : 128 MBMtbf : 1,400,000 HoursNon-Recoverable Errors : 10 PER 10^16 Load / Unload Cycles : 600,000",197.0,USD,2469857.0,https://www.allhdd.com/hard-drive/sata-6gbps/6tb-7.2k-rpm/toshiba-mg04aca600e-nrfs,"MG04ACA600E Toshiba 6TB 7.2K RPM SATA 6GBPS 128MB Buffer 3.5Inch Internal Hard Disk Drive. New Retail Factory Sealed With Full Manufacturer warranty.. Description: General Information:Manufacturer : ToshibaManufacturer Part Number : MG04ACA600EType : Hard Disk Drive (HDD)Sub-Type : SATA-6GBPSTechnical Information:Storage Capacity : 6 TBInterface Type : SATA 6GBPSForm Factor : 3.5 InchDrive Transfer Rate : 600 MBPS (External)Internal Data Rate : 205 MBPSAverage Latency : 4.17 MSRotational Speed : 7.2K RPMBuffer : 128 MBMtbf : 1,400,000 HoursNon-Recoverable Errors : 10 PER 10^16 Load / Unload Cycles : 600,000",,,HDD,,,6000.0,,,SATA,,,,,,3.5 Inch,,,
products_3_29257602,Western Digital,WD Red 10TB 3.5 SATA 256MB,Desktop drives aren't typically tested or designed for the rigors of a NAS system. Do right by your NAS and choose the drive with an array of features to help preserve your data and maintain optimum performance. WD Red drives with NASware 3.0 technology are purpose-built to balance performance and reliability in NAS and RAID environments. The always-on environment of a NAS or RAID is a hot one. WD Red drives are engineered to run cool and quiet while offering optimum compatibility for demanding 24x7 environments.,"7 516,18",ZAR,2482645.0,http://brandagent.co.za/product/wd-red-10tb-3-5-sata-256mb,"Western Digital Red 10TB 3.5 SATA 256MB. Description: Fill Your NAS with WD Red - Built for 1 to 8-bay NAS systems, WD Red lets users store their data in one unitNASware 3.0 Technology - Built into every WD Red hard drive, NASware 3.0's technology helps improves your system's storage performance by increasing compatibility, integration, upgradeability, and reliabilityCompatibility - Without being tested for compatibility with your NAS system, improved performance is not guaranteedReliability - The always-on environment of a NAS or RAID is a hot one and desktop drives aren't typically tested in",Re d,,HDD,,,,,,,SATA III,,,,,3.5-inch SATA,,,
products_3_91904308,,492620-B21 HP 300-GB 3G 10K 2.5 DP SAS HDD,Description:HP 300GB 2.5-inch SFF SAS 3Gb/s 10K RPMDual Port (DP) Enterprise (ENT) Hot-Plug Hard DriveIn HP 2.5-inch SFF SAS Hot-Plug Hard Drive tray (as pictured)For HP G1-G7 Proliant SFF SAS Servers and select Storage ArraysGenuine HP serial number and firmwareGenuine HP Hard DrivePart Number(s)Option Part# 492620-B21Spare Part# 493083-001Assembly Part# 504015-003Model# DG0300BALVP,2666850.0,VND,2488512.0,https://mitgroup.vn/san-pham/492620-b21-hp-300-gb-3g-10k-2-5-dp-sas-hdd-2,492620-B21 HP 300-GB 3G 10K 2.5 DP SAS HDD. Description: Description:HP 300GB 2.5-inch SFF SAS 3Gb/s 10K RPMDual Port (DP) Enterprise (ENT) Hot-Plug Hard DriveIn HP 2.5-inch SFF SAS Hot-Plug Hard Drive tray (as pictured)For HP G1-G7 Proliant SFF SAS Servers and select Storage ArraysGenuine HP serial number and firmwareGenuine HP Hard DrivePart Number(s)Option Part# 492620-B21Spare Part# 493083-001Assembly Part# 504015-003Model# DG0300BALVP,,,HDD,,,,,,,SAS,,,,,2.5-inch SFF SAS,,,
products_3_98500616,Western Digital,"WD Black 6TB 3.5\"" SATA HDD/Hard Drive","6TB WD Black WD6003FZBX 3.5-inch HDD with SATA III 6Gb/s interface, 7200 rpm speed, 256MB cache, OEM version",225.0,GBP,249450.0,https://www.scan.co.uk/products/6tb-wd-black-wd6003fzbx-35-hdd-sata-iii-6gb-s-7200rpm-256mb-cache-oem,"WD Black 6TB 3.5\"" SATA HDD/Hard Drive. Description: 6TB WD Black WD6003FZBX, 3.5\"" HDD, SATA III - 6Gb/s, 7200rpm, 256MB Cache, OEM",,WD6003FZBX,HDD,,,6000.0,,,,,,,,,,,,3.5-inch
products_3_82431267,Toshiba,Toshiba 16GB TransMemory U202 USB Flash Drive - White,"16 Gigabyte Capacity, USB 2.0, Read: 18 MB/s | Write: 5 MB/s, W: 2.1cm, D: 5.1cm, H: 1.1cm, 5 years warranty",,,2507823.0,https://www.cclonline.com/product/192163/THN-U202W0160E4/USB-Memory-Sticks/Toshiba-TransMemory-16GB-USB2-0-Flash-Drive-White-/BAK6758,"Toshiba TransMemory U202 16GB USB 2.0 Flash Stick Pen Memory Drive. Description: The Toshiba TransMemory U202 USB flash drive makes it simple to store media securely - with a design that's small in size, but big on storage.",TransMemory U202,,USV_SRICM,,,16.0,,,USB 2.0,,,,,,,,,
products_3_68951918,Western Digital,WD HDD 3.5 4TB SATA WD4003FRYZ,"Western Digital internal 3.5-inch HDD, 4TB, Gold, SATA3, 7200 rpm, 256MB cache",831.0,RON,2513923.0,https://www.computershop.ro/ro/hard-discuri-servere/17381-wd-hdd-35-4tb-sata-wd4003fryz.html,"WD HDD 3.5 4TB SATA WD4003FRYZ. Description: 7200rpm, intern WD, 3.5\"", 4TB, Gold, SATA3, HDD 256MB",,,HDD,,,4000.0 GB,,,SATA,,,,,,3.5-inch SATA,,,
products_3_58718563,Seagate,ST3300657SS EQL 300GB 15K 3.5 SAS PS4000XV,Description:Dell EqualLogic 300GB 15K RPM 6Gb/s3.5-inch Serial Attached SCSI (SAS)Hot-Plug Hard Drive in Dell EqualLogicPS4000 / PS5000 / PS6000 series3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell EqualLogic serial number and firmwareGenuine Dell EqualLogic Certified Hard DriveCompatible Storage Arrays:Dell EqualLogic PS4000 PS4000XVDell EqualLogic PS5000 PS5000XVDell EqualLogic PS6000 PS6000XVDell EqualLogic PS6010 PS6010XVPart Number(s)Dell Part# 959R4Seagate Part# ST3300657SS-EQL,"5 566,19",GBP,2535969.0,https://mitgroup.vn/san-pham/st3300657ss-eql-300gb-15k-3-5-sas-ps4000xv,ST3300657SS EQL 300GB 15K 3.5 SAS PS4000XV. Description: Description:Dell EqualLogic 300GB 15K RPM 6Gb/s3.5-inch Serial Attached SCSI (SAS)Hot-Plug Hard Drive in Dell EqualLogicPS4000 / PS5000 / PS6000 series3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell EqualLogic serial number and firmwareGenuine Dell EqualLogic Certified Hard DriveCompatible Storage Arrays:Dell EqualLogic PS4000 PS4000XVDell EqualLogic PS5000 PS5000XVDell EqualLogic PS6000 PS6000XVDell EqualLogic PS6010 PS6010XVPart Number(s)Dell Part# 959R4Seagate Part# ST3300657SS-EQL,,ST3300657SS,HDD,,,279.40 GiB,,,SAS,Serial Attached SCSI (SAS),,,,,,,,3.5-inch
products_3_73927866,Seagate,Buy Seagate SkyHawk AI Surveillance HDD | Seagate SkyHawk AI 14TB Surveillance HDD ST14000VE0008,Seagate SkyHawk AI Surveillance HDD. Buy HDD online at best price. Best use for NVR.,1.75,AED,2543914.0,https://www.shopkees.com/product/seagate-skyhawk-ai-14tb-surveillance-hdd-st14000ve0008.html,Buy Seagate SkyHawk AI Surveillance HDD | Seagate SkyHawk AI 14TB Surveillance HDD ST14000VE0008. Description: Seagate SkyHawk AI Surveillance HDD. Buy HDD online at best price. Best use for NVR.,SkyHawk AI,,,,,14000000.0,,,,,,,,,,,,
products_3_95492944,ADATA,"A-DATA FlashDrive UV131 32GB Chromium Grey USB 3.0 Flash Drive, Retail","A-DATA FlashDrive UV131 32GB Chromium Grey USB 3.0 Flash Drive, Retail",6.49,EUR,2547808.0,https://www.fotofabrikas.lt/items/USB-laikmenos/USB-raktai/860f885.2-A-DATA-FlashDrive-UV131-32GB-Chromium-Grey-USB-3-0-Flash-Drive-Retail.html,"A-DATA FlashDrive UV131 32GB Chromium Grey USB 3.0 Flash Drive, Retail. Description: A-DATA FlashDrive UV131 32GB Chromium Grey USB 3.0 Flash Drive, Retail",FlashDrive UV131,,USB_STICK,,,,,,USB 3.0,,,,,,,,Chromium Grey,
products_3_28483847,,ASUS GeForce RTX 2070 SUPER TURBO 8G EVO+ Rainbow Six Siege Gold Edition offert !,Carte graphique PCI-Express - Compatible VR+ Rainbow Six Siege Gold Edition offert !,659.99,EUR,2566778.0,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_wgfx_pcie_puis_ref_est_in20001615.html,ASUS GeForce RTX 2070 SUPER TURBO 8G EVO+ Rainbow Six Siege Gold Edition offert !. Description: Carte graphique PCI-Express - Compatible VR+ Rainbow Six Siege Gold Edition offert !,GeForce RTX 2070 SUPER TURBO 8G EVO+ Rainbow Six Siege Gold Edition,,GPU,,,,,,PCIe,,,,,,,,,
products_3_19242534,,Kingston 16GB DataTraveller 100 G3 USB3.1 Flash Drive,"DataTraveler 100 G3Kingston’s DataTraveler® 100 G3 (DT100G3) USB Flash drive is compliant with next-generation USB 3.0 specifications to take advantage of technology in newer notebooks, desktop PCs and digital devices. DT100G3 makes storing and transferring documents, presentations, music, video and more quicker and easier than everDT100G3 features a sleek, cost-effective design to make the transition to a satisfying USB 3.0 experience a minimal investment. Available in capacities from 16GB–128GB, DT100G3 is backward compatible with USB 2.0 and has five-year warranty. Future-proof your portable storage now!FeaturesCompliant – with USB 3.1 specificationsDual Compatibility – USB 3.1 connectivity; backwards compatible with USB 2.0",4.54,GBP,257087.0,https://flashmemo.co.uk/products/kingston-16gb-datatraveller-100-g3-usb3-1-flash-drive,"Kingston 16GB DataTraveller 100 G3 USB3.1 Flash Drive. Description: DataTraveler 100 G3Kingston’s DataTraveler® 100 G3 (DT100G3) USB Flash drive is compliant with next-generation USB 3.0 specifications to take advantage of technology in newer notebooks, desktop PCs and digital devices. DT100G3 makes storing and transferring documents, presentations, music, video and more quicker and easier than everDT100G3 features a sleek, cost-effective design to make the transition to a satisfying USB 3.0 experience a minimal investment. Available in capacities from 16GB–128GB, DT100G3 is bac kward compatible with USB 2.0 and has five-year warranty. Future-proof your portable storage now!FeaturesCompliant – with USB 3.1 specificationsDual Compatibility – USB 3.1 connectivity; backwards compatible with USB 2.0",DataTraveller 100 G3,DT100G3,USB_STICK,,,16.0,,,,,,,,,,,,
products_3_90232019,Western Digital,Western Digital WD Elements Desktop external hard drive 3000 GB Black,"3 TB storage, USB 3.0 Micro-B interface, 5 Gbps transfer speed, 910 g weight",129.36,EUR,259382.0,https://repairtech.ie/product/western-digital-wd-elements-desktop-external-hard-drive-3000-gb-black,"Western WD Elements Desktop external hard drive 3000 GB Black. Description: 3 TB, USB 3.0 Micro-B, 5Gbps, 910g",WD Elements desktop external drive,,HDD,,,3000.0,,,,USB 3.0 Micro-B,,,,,,,,
products_3_33494271,Seagate,Seagate 8TB 3.5' IronWolf SATA3 NAS 24x7 7200 RPM 256MB Cache SATA 6.0Gb/s HDD (ST8000VN004) - Afterpay & Latitude Pay - At Home Alive,"Seagate 8TB IronWolf NAS, SATA III, 7200RPM, 256MB, for 1 to 8 Bay NAS, 24x7 Performance, Optimized for NAS with AgileArray Multi-User Technology for Increased User Workload Rate IronWolf drives are designed to endure the sustained user workloads of enterprise and business environments. High throughput and up to 180TB/year workload rating mean they can easily handle multiple users and large data transfers during years of service.",420.0,AUD,2629815.0,https://athomealive.com/products/seagate-8tb-3-5-ironwolf-sata3-nas-24x7-7200-rpm-256mb-cache-sata-6-0gb-s-hdd-st8000vn004-2,"Seagate 8TB 3.5' IronWolf SATA3 NAS 24x7 7200 RPM 256MB Cache SATA 6.0Gb/s HDD (ST8000VN004) - Afterpay & Latitude Pay - At Home Alive. Description: Seagate 8TB IronWolf NAS, SATA III, 7200RPM, 256MB, for 1 to 8 Bay NAS, 24x7 Performance, Optimized for NAS with AgileArray Multi-User Technology for Increased User Workload Rate IronWolf drives are designed to endure the sustained user workloads of enterprise and business environments. High throughput and up to 180TB/year workload rating mean they can easily handle multiple users and large data transfers during years of service.",IronWolf,ST8000VN004,HDD,,,"8,000,000 MB",,,SATA,SATA III,,,,,,,,
products_3_75907519,A-DATA,ADATA SSD 512GB XPG SX6000 Pro PCIe Gen3x4 M.2 2280 (R:2100/W:1400 MB/s),"Boot, load, and transfer faster with the XPG SX6000 Pro PCIe Gen3x4 M.2 2280 solid state drive (SSD). With support for NVMe 1.3 and equipped with 3D NAND Flash, it offers up to 4 times faster performance than SATA SSDs and up to 1TB of capacity. What’s more, the SX6000 Pro is slimmer than standard M.2 2280 SSDs for a higher level of compatibility thanks to its single-sided design.FeaturesPCIe Gen3x4 - A Smarter Upgrade Option The Faster the Better LDPC ECC for Improved Data Integrity Single-Sided Design for Easier Installation Backed by a 5-Year Warranty Cool XPG heatsink includedTECHNICAL SPECIFICATIONSCapacity 512GBForm Factor M.2 2280NAND Flash 3D TLCDimensions (L x W x H) 22 x 80 x 3.5mmWeight 8gInterface PCIe Gen3x4Consumption 0.33W Active (Typical)Controller Realtek 0.14W Idle (Typical) (*measured by power meter)Operating Temperature 0°C~70°CStorage Temperature -40°C~85°CShock Resistance 1500G/0.5msMTBF 2,000,000 hoursCertifications RoHS, CE, FCC, BSMI, VCCI, KCWarranty 5 years.",73.36,GBP,2632323.0,https://shop-it.vektra.sk/adata-ssd-512gb-xpg-sx6000-pro-pcie-gen3x4-m-2-2280-r-2100-w-1400-mb-s,"ADATA SSD 512GB XPG SX6000 Pro PCIe Gen3x4 M.2 2280 (R:2100/W:1400 MB/s). Description: Boot, load, and transfer faster with the XPG SX6000 Pro PCIe Gen3x4 M.2 2280 solid state drive (SSD). With support for NVMe 1.3 and equipped with 3D NAND Flash, it offers up to 4 times faster performance than SATA SSDs and up to 1TB of capacity. What’s more, the SX6000 Pro is slimmer than standard M.2 2280 SSDs for a higher level of compatibility thanks to its single-sided design.FeaturesPCIe Gen3x4 - A Smarter Upgrade Option The Faster the Better LDPC ECC for Improved Data Integrity Single-Sided Design for Easier Installation Backed by a 5-Year Warranty Cool XPG heatsink includedTECHNICAL SPECIFICATIONSCapacity 512GBForm Factor M.2 2280NAND Flash 3D TLCDimensions (L x W x H) 22 x 80 x 3.5mmWeight 8gInterface PCIe Gen3x4Consumption 0.33W Active (Typical)Controller Realtek 0.14W Idle (Typical) (*measured by power meter)Operating Temperature 0°C~70°CStorage Temperature -40°C~85°CShock Resistance 1500G/0.5msMTBF 2,000,000 hoursCertifications RoHS, CE, FCC, BSMI, VCCI, KCWarranty 5 years.",XPG SX6000 Pro,,SSD,,,,,1400.0,PVI Exprese d4,PCIe Gen3x4,22.0,80.0,3.5,8.0,M.2,,,
products_3_47375112,Sandisk,SANDISK 128GB CZ430 ULTRA FIT USB 3.1(SDCZ430-128G),"The simple way to add extra, high-speed storage to your device! The SanDisk Ultra Fit USB 3.1 Flash Drive delivers performance that lets you move a full-length movie up to 15x faster than with standard USB 2.0 drives.1Plus, thanks to its compact, streamlined design, you can plug it in and leave it in. Features:A compact, plug-and-stay, high-speed USB 3.1 flash drive thats ideal for adding more storage to laptops, game consoles, in-car audio and more Simple, fast way to add up to 256GB of storage to your device Read speeds up to 130MB/s1 Write up to 15X faster than standard USB 2.0 drives1 Move a full-length movie to the drive in less than 30 secondsSpecifications:Available capacity: 128GBPerformance/Speed: Up to 130MB/s read1Dimensions: 19.1 x 15.9 x 8.8 mm; 0.75 x 0.63 x 0.35 in (LxWxH)Operating Temperature: 0 C to 35 CStorage Temperature: -10 C to 70 CCompatibility: USB 3.1 (backward compatible with USB 3.0 and USB 2.0)Package content 1 xSANDISK 128GB CZ430 ULTRA FIT USB 3.1Package Content:58 xSANDISK 128GB CZ430 ULTRA FIT USB 3.1(SDCZ430-128G)",54.99,AUD,26437140.0,https://www.homeoutdoorsdirect.com.au/products/sandisk-128gb-cz430-ultra-fit-usb-3-1-sdcz430-128g,"SANDISK 128GB CZ430 ULTRA FIT USB 3.1(SDCZ430-128G). Description: The simple way to add extra, high-speed storage to your device! The SanDisk Ultra Fit™ USB 3.1 Flash Drive delivers performance that lets you move a full-length movie up to 15x faster than with standard USB 2.0 drives.1Plus, thanks to its compact, streamlined design, you can plug it in and leave it in. Features:A compact, plug-and-stay, high-speed USB 3.1 flash drive thats ideal for adding more storage to laptops, game consoles, in-car audio and more Simple, fast way to add up to 256GB of storage to your device Read speeds up to 130MB/s1 Write up to 15X faster than standard USB 2.0 drives1 Move a full-length movie to the drive in less than 30 secondsSpecifications:Available capacity: 128GBPerformance/Speed: Up to 130MB/s read1Dimensions: 19.1 x 15.9 x 8.8 mm; 0.75 x 0.63 x 0.35 in (LxWxH)Operating Temperature: 0 C to 35 CStorage Temperature: -10 C to 70 CCompatibility: USB 3.1 (backward compatible with USB 3.0 and USB 2.0)Package content 1 xSANDISK 128GB CZ430 ULTRA FIT USB 3.1Package Content:58 xSANDISK 128GB CZ430 ULTRA FIT USB 3.1(SDCZ430-128G)",CZ430 ULTRA FIT,,USB_STICK,,,128000 MB,,,USB 3.0,,,,,,,,,
products_3_50764973,,ASUS Dual GeForce RTX 2080 SUPER DUAL-RTX2080S-O8G-EVO-V2 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,ASUS Dual GeForce RTX 2080 SUPER DUAL-RTX2080S-O8G-EVO-V2 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,,,2648394.0,https://www.newegg.com/asus-rtx-2080-super-dual-rtx2080s-o8g-evo/p/N82E16814126354?Item=N82E16814126354&Description=Gtx2080&SortField=0&SummaryType=0&PageSize=10&SelectedRating=-1&VideoOnlyMark=False&cm_re=Gtx2080-_-14-126-354-_-Product&IsFeedbackTab=true,ASUS Dual GeForce RTX 2080 SUPER DUAL-RTX2080S-O8G-EVO-V2 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card. Description: ASUS Dual GeForce RTX 2080 SUPER DUAL-RTX2080S-O8G-EVO-V2 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Car,Dual GeForce RTX 2080 SUPER,,GPU,,7.45 GiB,,,,PCI Express x16,,,,,,,,,
